1.7292,1.725,0.20937,0.093696
1.4826,1.7029,0.24465,0.07439
1.4477,1.8581,0.23213,0.071123
1.1374,1.7114,0.20126,0.08752
1.2827,1.6997,0.24716,0.078913
1.2389,1.7628,0.18358,0.097003
1.4984,1.734,0.247,0.073695
1.5034,1.7799,0.23406,0.069627
1.2883,1.6701,0.24857,0.078938
1.4744,1.6988,0.24557,0.071354
1.7041,1.7507,0.24632,0.077255
1.6903,1.7343,0.20716,0.090206
1.5536,1.7802,0.21112,0.087289
1.4152,1.7103,0.19209,0.097098
1.4812,1.7519,0.22665,0.076204
1.2644,1.6879,0.20964,0.084335
1.9461,1.8974,0.14381,0.11382
1.4916,1.6375,0.19494,0.097475
1.2966,1.7639,0.23983,0.077592
1.4173,1.7546,0.22604,0.079321
1.5735,1.745,0.24323,0.068081
1.5831,1.878,0.21441,0.081015
1.5114,1.7773,0.33294,0.041278
1.3841,1.669,0.24469,0.076744
1.4638,1.6805,0.24721,0.078617
1.4706,1.7775,0.24215,0.071385
1.6265,1.8038,0.20563,0.081713
1.3135,1.6712,0.21852,0.085998
1.4576,1.6817,0.2366,0.078091
1.4288,1.6809,0.24799,0.074276
1.3729,1.7496,0.24441,0.076342
1.4511,1.6184,0.19392,0.098407
1.3852,1.6493,0.25056,0.076769
1.4867,1.6566,0.2467,0.073639
1.5299,1.7765,0.2345,0.071237
1.4699,1.748,0.24219,0.072253
1.4833,1.6654,0.24942,0.077164
1.7582,1.7387,0.2245,0.090521
1.1818,1.6443,0.20448,0.088701
1.5631,1.6813,0.20161,0.097522
1.4502,1.78,0.24241,0.070426
1.4257,1.648,0.24153,0.077755
1.3929,1.6428,0.2446,0.079381
1.9267,1.9306,0.21598,0.087832
2.0511,1.7205,0.23708,0.083242
0.94309,1.6358,0.10272,0.1267
1.2971,1.764,0.21486,0.086675
1.314,1.8727,0.27139,0.04861
1.4923,1.7017,0.24585,0.070684
1.5538,1.7575,0.28321,0.053872
1.5488,1.8793,0.23019,0.062423
1.476,1.6434,0.19436,0.095657
1.1992,1.6957,0.20552,0.085525
1.4693,1.6819,0.21325,0.090765
1.4257,1.6696,0.22776,0.08249
1.4479,1.6389,0.24208,0.076175
1.4774,1.6655,0.23574,0.077857
1.2794,1.7707,0.22556,0.082237
1.4955,1.6964,0.25838,0.074398
1.4446,1.7924,0.24346,0.075736
1.6489,1.6744,0.23577,0.085012
1.3464,1.7582,0.24237,0.079332
1.3324,1.6828,0.25597,0.074085
1.4794,1.7205,0.21881,0.080399
1.5013,1.7438,0.20048,0.096694
1.4007,1.7837,0.23888,0.072988
1.8256,1.8948,0.20598,0.091982
1.4994,1.7112,0.23973,0.071946
1.4317,1.7303,0.24309,0.072237
1.3743,1.7369,0.23322,0.075559
1.5251,1.7668,0.21176,0.087746
1.3078,1.6525,0.23337,0.083708
1.4836,1.7666,0.23553,0.070759
1.4729,1.741,0.23797,0.071858
1.3497,1.6614,0.24116,0.07948
1.4791,1.7868,0.24087,0.073792
1.1132,1.6454,0.203,0.089094
1.304,1.6918,0.24421,0.078157
1.4959,1.8017,0.23436,0.068596
1.9239,1.8442,0.27204,0.063474
1.4068,1.8755,0.23981,0.066857
1.4157,1.6518,0.25465,0.075655
1.1772,1.68,0.19184,0.096784
1.5091,1.9431,0.21688,0.069147
1.4625,1.686,0.23292,0.078221
1.5638,1.7877,0.24156,0.06767
1.5191,1.7689,0.30658,0.050036
1.4701,1.7604,0.23034,0.073331
1.4573,1.7361,0.23266,0.073853
1.4773,1.7037,0.23835,0.073311
1.9151,2.0502,0.21611,0.079936
1.4542,1.7717,0.2424,0.071747
1.5136,1.7713,0.30424,0.049987
1.4541,1.9176,0.23434,0.068594
1.4671,1.6265,0.23984,0.075274
1.4232,1.7111,0.23951,0.077335
2.1413,1.7421,0.23168,0.089817
1.5288,1.9369,0.24065,0.061583
1.5209,1.7697,0.18862,0.097124
1.3647,1.6849,0.24512,0.076184
1.505,1.7364,0.24359,0.072354
1.3588,1.6368,0.22525,0.086759
1.496,1.7036,0.21073,0.088457
1.4853,1.8106,0.2368,0.071069
1.4935,1.7261,0.22859,0.074953
1.3637,1.7038,0.19737,0.094321
2.032,1.7361,0.25668,0.078113
1.4855,1.7072,0.22973,0.083065
1.4242,1.8089,0.2441,0.072774
1.37,1.7183,0.23109,0.081748
1.54,1.8855,0.25645,0.052851
1.5815,1.832,0.27433,0.05654
1.5777,1.758,0.18993,0.098786
1.6018,1.7133,0.21619,0.08578
1.4128,1.7103,0.24963,0.074881
1.2073,1.625,0.20607,0.089262
1.5923,1.6865,0.21927,0.089787
1.3961,1.7553,0.2427,0.073392
1.5693,1.9563,0.2935,0.038843
2.1649,1.7721,0.2233,0.096009
1.4894,1.7175,0.23947,0.074296
1.5657,1.6803,0.23799,0.081478
1.3794,1.7166,0.23243,0.080749
1.4866,1.8327,0.23446,0.070739
1.4634,1.684,0.24094,0.07673
1.4246,1.7071,0.22122,0.080399
1.5977,1.701,0.21899,0.084754
1.479,1.6351,0.2434,0.078571
1.697,1.7372,0.23786,0.08546
1.4343,1.7042,0.21633,0.082932
1.501,1.7111,0.17982,0.095556
1.5372,1.7306,0.20841,0.092655
1.4772,1.8157,0.24152,0.071662
1.2971,1.7517,0.18436,0.095071
1.4239,1.7399,0.23528,0.078497
1.3849,1.683,0.20669,0.085345
1.2161,1.7251,0.19034,0.091437
1.4168,1.7234,0.22414,0.081402
1.7337,1.778,0.24771,0.074611
1.9142,1.8466,0.31847,0.054613
1.4254,1.6487,0.24361,0.07873
1.454,1.7909,0.24215,0.075394
1.4906,1.7115,0.25419,0.070384
1.4067,1.6829,0.23062,0.077976
1.5475,1.7482,0.21697,0.085433
1.5383,1.7218,0.25522,0.065527
1.4748,1.7866,0.23132,0.07286
1.4358,1.7326,0.19524,0.093618
1.2429,1.7599,0.19316,0.091582
1.5566,1.7391,0.20139,0.083492
1.3106,1.6681,0.22139,0.088448
1.5343,1.7202,0.22208,0.085616
1.3847,1.7803,0.19418,0.092131
1.4924,1.7178,0.23668,0.073975
1.3969,1.7802,0.19666,0.0915
1.4145,1.6488,0.23213,0.079094
1.7064,1.9963,0.29674,0.039851
1.5915,1.8029,0.28567,0.053125
1.5837,1.8262,0.28089,0.05152
1.3726,1.7389,0.13409,0.11226
1.6512,1.6721,0.20647,0.097417
1.3611,1.6785,0.24501,0.076823
1.4127,1.721,0.1679,0.099024
1.386,1.6994,0.2017,0.087442
1.5927,1.7949,0.2782,0.055615
1.5508,1.6963,0.19234,0.095657
1.4664,1.8204,0.24288,0.071223
1.5069,1.6811,0.24114,0.073396
1.468,1.7978,0.23818,0.07209
1.4527,1.8871,0.20222,0.089811
1.0555,1.6862,0.18766,0.090156
1.729,1.8313,0.22906,0.081704
1.3769,1.6967,0.20246,0.091629
1.4571,1.754,0.21565,0.082921
1.194,1.6447,0.1981,0.093543
1.6209,1.7077,0.26681,0.066672
1.4207,1.6455,0.24023,0.077896
1.4444,1.959,0.2085,0.0822
1.3315,1.7653,0.24025,0.074862
1.5083,1.7664,0.19491,0.097699
1.5441,1.6661,0.2007,0.094434
1.9128,1.7622,0.17986,0.10254
1.5858,1.7387,0.2123,0.086513
1.3795,1.8824,0.17597,0.099032
1.3787,1.6572,0.25236,0.078709
1.4123,1.6401,0.21661,0.087046
1.4401,1.94,0.21787,0.076806
1.1334,1.6425,0.20213,0.09097
1.2801,1.713,0.25129,0.07665
1.47,1.7608,0.24052,0.074214
1.3377,1.8499,0.24949,0.063031
1.4319,1.785,0.24741,0.070584
1.4423,1.6721,0.19676,0.097546
1.6469,1.7419,0.20608,0.092037
1.4242,1.6787,0.23943,0.07752
1.6942,1.8597,0.18239,0.093953
1.0715,1.6743,0.18502,0.097224
1.3968,1.6946,0.21452,0.084106
1.4814,1.7559,0.22813,0.07488
1.3289,1.6936,0.24445,0.078555
1.4497,1.8094,0.20587,0.086812
1.5648,1.7079,0.19822,0.10079
1.5135,1.7647,0.19593,0.092775
1.4048,1.6822,0.25112,0.077729
1.446,1.9192,0.28079,0.044108
1.4755,1.83,0.23199,0.071908
1.6189,1.6732,0.20402,0.095459
1.3518,1.8185,0.28815,0.050126
1.4828,1.7967,0.23016,0.074812
1.3247,1.7754,0.21627,0.082579
1.4943,1.6825,0.22773,0.078282
0.87896,1.7072,0.18623,0.092654
1.3615,1.7323,0.24492,0.077866
1.3514,1.7546,0.20221,0.088668
1.3041,1.7493,0.22034,0.082122
1.2875,1.762,0.2319,0.082939
1.2207,1.8104,0.19207,0.090962
1.6805,1.7501,0.20749,0.092487
1.4708,1.8349,0.24057,0.069165
1.3326,1.7015,0.19428,0.097359
1.4099,1.7222,0.20156,0.088625
1.488,1.7304,0.2188,0.084362
1.4126,1.6811,0.25362,0.071774
1.518,1.6512,0.23438,0.076499
1.6671,1.7687,0.23116,0.083419
2.4803,2.3029,0.3519,0.047774
1.4954,1.8575,0.23785,0.066586
1.4743,1.8025,0.2336,0.069375
1.5181,1.7681,0.24721,0.065491
1.378,1.7551,0.23714,0.074322
1.2414,1.76,0.19797,0.090558
1.4999,1.7393,0.18184,0.088786
1.3429,1.6524,0.24845,0.078996
1.3756,1.7379,0.23661,0.078307
1.4511,1.756,0.24147,0.075171
1.4743,1.7191,0.24532,0.070772
1.3207,1.8487,0.20145,0.087545
1.5359,1.7925,0.23393,0.0654
1.3556,1.8112,0.22112,0.076074
1.8089,2.3244,0.1774,0.099257
1.7534,1.9837,0.28236,0.051388
1.2425,1.6695,0.20379,0.091162
1.3122,1.6984,0.20002,0.089695
1.5324,1.8009,0.18175,0.09761
1.4875,1.8106,0.23719,0.071435
1.4446,1.6498,0.22886,0.083194
1.4871,1.7315,0.25271,0.070644
1.6595,1.8616,0.22291,0.084889
1.4276,1.6985,0.23803,0.076962
1.4309,1.8928,0.22194,0.073755
1.4342,1.6938,0.25547,0.07382
1.429,1.7901,0.24337,0.07189
1.7787,1.7401,0.20772,0.095605
1.5022,1.8693,0.22651,0.075135
1.4551,1.6843,0.20264,0.091595
1.73,1.7444,0.24211,0.080658
1.5582,1.7242,0.13971,0.11224
1.3546,1.8812,0.22043,0.079307
1.493,1.721,0.2399,0.072288
1.4912,1.8559,0.22833,0.072795
1.4561,1.6592,0.23436,0.079031
1.7635,1.7213,0.21112,0.092848
1.4924,1.8022,0.22788,0.071896
1.4215,1.6709,0.21126,0.092278
1.4625,1.6785,0.17744,0.097266
1.4703,1.8418,0.18952,0.085835
1.2368,1.8425,0.18416,0.094628
1.5997,1.6951,0.29048,0.060314
1.4969,1.7853,0.23698,0.068016
1.5691,1.8935,0.2635,0.058112
1.4844,1.8,0.23475,0.069876
0.99161,1.7691,0.17349,0.094059
1.4884,1.7476,0.23746,0.074112
1.5871,1.6821,0.22799,0.082676
1.259,1.6996,0.24301,0.080587
1.4697,1.6893,0.23095,0.077715
1.4639,1.8646,0.21774,0.076446
1.4924,1.8162,0.2336,0.072489
1.3041,1.7138,0.2263,0.081173
1.5107,1.8038,0.23916,0.068758
1.3874,1.6555,0.24908,0.076092
1.4492,1.8153,0.22681,0.076165
1.423,1.81,0.23728,0.07769
1.4647,1.7227,0.24111,0.071974
1.4306,1.6406,0.21737,0.094969
2.218,1.9094,0.27927,0.068921
1.5147,1.7709,0.2378,0.070163
1.5385,1.9605,0.25648,0.059971
1.4859,1.7445,0.23513,0.072657
1.381,1.6331,0.18971,0.094514
1.9471,1.7552,0.20228,0.094517
1.3131,1.7314,0.25101,0.074274
1.2859,1.6898,0.23984,0.079184
1.0941,1.7492,0.18201,0.093297
1.5097,1.793,0.23425,0.075549
1.3447,1.6863,0.17712,0.098977
1.4477,1.6495,0.23999,0.077154
1.3816,1.764,0.24082,0.073452
1.2872,1.6335,0.25439,0.079391
1.5409,1.8442,0.25252,0.065091
2.1801,1.9197,0.18558,0.10044
1.456,1.7174,0.23411,0.075197
1.498,1.7195,0.22852,0.077249
1.5537,1.7057,0.21355,0.089831
1.4392,1.6588,0.20917,0.09522
1.5666,1.717,0.23716,0.079783
1.4027,1.7752,0.25087,0.072657
1.4822,1.9368,0.19524,0.081546
1.3727,1.7835,0.2308,0.07554
1.4701,1.9001,0.18439,0.094021
1.4069,1.6554,0.24968,0.075711
1.3808,1.7085,0.23742,0.077511
1.8077,1.7705,0.18781,0.10106
1.4279,1.7548,0.23885,0.075509
