"","Tray","Basket","Rep","DevPeriod","Temp","O2","Duration","RepNumber","Comments","devDay","month","day","Category","value","DO"
"1",1,19,"A",1,12,2.5,6,10,"",15,10,30,"Mort",0,2.5
"2",1,19,"A",1,12,2.5,6,10,"",16,10,31,"Mort",0,2.5
"3",1,19,"A",1,12,2.5,6,10,"",17,11,1,"Mort",0,2.5
"4",1,19,"A",1,12,2.5,6,10,"",18,11,2,"Mort",0,2.5
"5",1,19,"A",1,12,2.5,6,10,"",19,11,3,"Mort",0,2.5
"6",1,19,"A",1,12,2.5,6,10,"",20,11,4,"Mort",0,2.5
"7",1,19,"A",1,12,2.5,6,10,"",21,11,5,"Mort",0,2.5
"8",1,19,"A",1,12,2.5,6,10,"",22,11,6,"Mort",0,2.5
"9",1,19,"A",1,12,2.5,6,10,"",23,11,7,"Mort",0,2.5
"10",1,19,"A",1,12,2.5,6,10,"",24,11,8,"Mort",0,2.5
"11",1,19,"A",1,12,2.5,6,10,"",25,11,9,"Mort",0,2.5
"12",1,19,"A",1,12,2.5,6,10,"",26,11,10,"Mort",0,2.5
"13",1,19,"A",1,12,2.5,6,10,"",27,11,11,"Mort",0,2.5
"14",1,19,"A",1,12,2.5,6,10,"",28,11,12,"Mort",0,2.5
"15",1,19,"A",1,12,2.5,6,10,"",29,11,13,"Mort",0,2.5
"16",1,19,"A",1,12,2.5,6,10,"",30,11,14,"Mort",0,2.5
"17",1,19,"A",1,12,2.5,6,10,"",31,11,15,"Hatch",0,2.5
"18",1,19,"A",1,12,2.5,6,10,"",31,11,15,"Mort",0,2.5
"19",1,19,"A",1,12,2.5,6,10,"",32,11,16,"Hatch",0,2.5
"20",1,19,"A",1,12,2.5,6,10,"",32,11,16,"Mort",0,2.5
"21",1,19,"A",1,12,2.5,6,10,"",33,11,17,"Hatch",0,2.5
"22",1,19,"A",1,12,2.5,6,10,"",33,11,17,"Mort",0,2.5
"23",1,19,"A",1,12,2.5,6,10,"",34,11,18,"Hatch",0,2.5
"24",1,19,"A",1,12,2.5,6,10,"",34,11,18,"Mort",0,2.5
"25",1,19,"A",1,12,2.5,6,10,"",35,11,19,"Hatch",0,2.5
"26",1,19,"A",1,12,2.5,6,10,"",35,11,19,"Hatchling mort",0,2.5
"27",1,19,"A",1,12,2.5,6,10,"",35,11,19,"Mort",0,2.5
"28",1,19,"A",1,12,2.5,6,10,"",36,11,20,"Hatch",0,2.5
"29",1,19,"A",1,12,2.5,6,10,"",36,11,20,"Hatchling mort",0,2.5
"30",1,19,"A",1,12,2.5,6,10,"",36,11,20,"Mort",0,2.5
"31",1,19,"A",1,12,2.5,6,10,"",37,11,21,"Hatch",0,2.5
"32",1,19,"A",1,12,2.5,6,10,"",37,11,21,"Hatchling mort",0,2.5
"33",1,19,"A",1,12,2.5,6,10,"",37,11,21,"Mort",0,2.5
"34",1,19,"A",1,12,2.5,6,10,"",38,11,22,"Hatch",1,2.5
"35",1,19,"A",1,12,2.5,6,10,"",38,11,22,"Hatchling mort",0,2.5
"36",1,19,"A",1,12,2.5,6,10,"",38,11,22,"Mort",0,2.5
"37",1,19,"A",1,12,2.5,6,10,"",39,11,23,"Hatch",4,2.5
"38",1,19,"A",1,12,2.5,6,10,"",39,11,23,"Hatchling mort",0,2.5
"39",1,19,"A",1,12,2.5,6,10,"",39,11,23,"Mort",0,2.5
"40",1,19,"A",1,12,2.5,6,10,"",40,11,24,"Hatch",15,2.5
"41",1,19,"A",1,12,2.5,6,10,"",40,11,24,"Hatchling mort",0,2.5
"42",1,19,"A",1,12,2.5,6,10,"",40,11,24,"Mort",0,2.5
"43",1,19,"A",1,12,2.5,6,10,"",41,11,25,"Hatch",0,2.5
"44",1,19,"A",1,12,2.5,6,10,"",41,11,25,"Hatchling mort",0,2.5
"45",1,19,"A",1,12,2.5,6,10,"",41,11,25,"Mort",0,2.5
"46",1,19,"A",1,12,2.5,6,10,"",42,11,26,"Hatch",3,2.5
"47",1,19,"A",1,12,2.5,6,10,"",42,11,26,"Hatchling mort",0,2.5
"48",1,19,"A",1,12,2.5,6,10,"",42,11,26,"Mort",1,2.5
"49",1,19,"A",1,12,2.5,6,10,"",43,11,27,"Hatch",0,2.5
"50",1,19,"A",1,12,2.5,6,10,"",43,11,27,"Hatchling mort",0,2.5
"51",1,19,"A",1,12,2.5,6,10,"",43,11,27,"Mort",0,2.5
"52",1,19,"A",1,12,2.5,6,10,"",44,11,28,"Hatch",0,2.5
"53",1,19,"A",1,12,2.5,6,10,"",44,11,28,"Hatchling mort",0,2.5
"54",1,19,"A",1,12,2.5,6,10,"",44,11,28,"Mort",0,2.5
"55",1,19,"A",1,12,2.5,6,10,"",46,11,30,"Hatch",1,2.5
"56",1,19,"A",1,12,2.5,6,10,"",46,11,30,"Hatchling mort",0,2.5
"57",1,19,"A",1,12,2.5,6,10,"",46,11,30,"Mort",0,2.5
"58",1,19,"A",1,12,2.5,6,10,"",48,12,2,"Hatch",0,2.5
"59",1,19,"A",1,12,2.5,6,10,"",48,12,2,"Hatchling mort",0,2.5
"60",1,19,"A",1,12,2.5,6,10,"",48,12,2,"Mort",0,2.5
"61",1,19,"A",1,12,2.5,6,10,"",52,12,6,"Hatch",0,2.5
"62",1,19,"A",1,12,2.5,6,10,"",52,12,6,"Hatchling mort",0,2.5
"63",1,19,"A",1,12,2.5,6,10,"",52,12,6,"Mort",0,2.5
"64",1,19,"A",1,12,2.5,6,10,"",55,12,9,"Hatch",0,2.5
"65",1,19,"A",1,12,2.5,6,10,"",55,12,9,"Hatchling mort",0,2.5
"66",1,19,"A",1,12,2.5,6,10,"",55,12,9,"Mort",0,2.5
"67",1,19,"A",1,12,2.5,6,10,"",59,12,13,"Hatchling mort",0,2.5
"68",1,19,"A",1,12,2.5,6,10,"",62,12,16,"Hatchling mort",0,2.5
"69",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",15,10,30,"Mort",0,2.5
"70",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",16,10,31,"Mort",0,2.5
"71",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",17,11,1,"Mort",0,2.5
"72",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",18,11,2,"Mort",0,2.5
"73",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",19,11,3,"Mort",0,2.5
"74",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",20,11,4,"Mort",0,2.5
"75",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",21,11,5,"Mort",0,2.5
"76",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",22,11,6,"Mort",0,2.5
"77",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",23,11,7,"Mort",0,2.5
"78",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",24,11,8,"Mort",0,2.5
"79",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",25,11,9,"Mort",0,2.5
"80",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",26,11,10,"Mort",0,2.5
"81",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",27,11,11,"Mort",0,2.5
"82",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",28,11,12,"Mort",0,2.5
"83",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",29,11,13,"Mort",0,2.5
"84",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",30,11,14,"Mort",0,2.5
"85",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",31,11,15,"Hatch",0,2.5
"86",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",31,11,15,"Mort",0,2.5
"87",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",32,11,16,"Hatch",0,2.5
"88",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",32,11,16,"Mort",0,2.5
"89",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",33,11,17,"Hatch",0,2.5
"90",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",33,11,17,"Mort",0,2.5
"91",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",34,11,18,"Hatch",0,2.5
"92",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",34,11,18,"Mort",0,2.5
"93",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",35,11,19,"Hatch",0,2.5
"94",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",35,11,19,"Hatchling mort",0,2.5
"95",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",35,11,19,"Mort",0,2.5
"96",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",36,11,20,"Hatch",0,2.5
"97",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",36,11,20,"Hatchling mort",0,2.5
"98",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",36,11,20,"Mort",0,2.5
"99",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",37,11,21,"Hatch",0,2.5
"100",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",37,11,21,"Hatchling mort",0,2.5
"101",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",37,11,21,"Mort",0,2.5
"102",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",38,11,22,"Hatch",0,2.5
"103",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",38,11,22,"Hatchling mort",0,2.5
"104",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",38,11,22,"Mort",0,2.5
"105",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",39,11,23,"Hatch",2,2.5
"106",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",39,11,23,"Hatchling mort",0,2.5
"107",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",39,11,23,"Mort",0,2.5
"108",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",40,11,24,"Hatch",14,2.5
"109",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",40,11,24,"Hatchling mort",0,2.5
"110",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",40,11,24,"Mort",0,2.5
"111",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",41,11,25,"Hatch",4,2.5
"112",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",41,11,25,"Hatchling mort",0,2.5
"113",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",41,11,25,"Mort",0,2.5
"114",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",42,11,26,"Hatch",2,2.5
"115",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",42,11,26,"Hatchling mort",0,2.5
"116",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",42,11,26,"Mort",1,2.5
"117",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",43,11,27,"Hatch",0,2.5
"118",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",43,11,27,"Hatchling mort",0,2.5
"119",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",43,11,27,"Mort",0,2.5
"120",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",44,11,28,"Hatch",0,2.5
"121",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",44,11,28,"Hatchling mort",0,2.5
"122",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",44,11,28,"Mort",0,2.5
"123",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",46,11,30,"Hatch",0,2.5
"124",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",46,11,30,"Hatchling mort",0,2.5
"125",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",46,11,30,"Mort",0,2.5
"126",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",48,12,2,"Hatch",1,2.5
"127",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",48,12,2,"Hatchling mort",0,2.5
"128",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",48,12,2,"Mort",0,2.5
"129",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",52,12,6,"Hatch",1,2.5
"130",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",52,12,6,"Hatchling mort",0,2.5
"131",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",52,12,6,"Mort",0,2.5
"132",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",55,12,9,"Hatch",0,2.5
"133",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",55,12,9,"Hatchling mort",0,2.5
"134",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",55,12,9,"Mort",0,2.5
"135",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",59,12,13,"Hatchling mort",0,2.5
"136",1,22,"A",1,12,2.5,24,11,"11/26: mort is unfert",62,12,16,"Hatchling mort",0,2.5
"137",1,25,"A",1,12,2.5,48,12,"",15,10,30,"Mort",0,2.5
"138",1,25,"A",1,12,2.5,48,12,"",16,10,31,"Mort",0,2.5
"139",1,25,"A",1,12,2.5,48,12,"",17,11,1,"Mort",0,2.5
"140",1,25,"A",1,12,2.5,48,12,"",18,11,2,"Mort",0,2.5
"141",1,25,"A",1,12,2.5,48,12,"",19,11,3,"Mort",0,2.5
"142",1,25,"A",1,12,2.5,48,12,"",20,11,4,"Mort",0,2.5
"143",1,25,"A",1,12,2.5,48,12,"",21,11,5,"Mort",0,2.5
"144",1,25,"A",1,12,2.5,48,12,"",22,11,6,"Mort",0,2.5
"145",1,25,"A",1,12,2.5,48,12,"",23,11,7,"Mort",0,2.5
"146",1,25,"A",1,12,2.5,48,12,"",24,11,8,"Mort",0,2.5
"147",1,25,"A",1,12,2.5,48,12,"",25,11,9,"Mort",0,2.5
"148",1,25,"A",1,12,2.5,48,12,"",26,11,10,"Mort",0,2.5
"149",1,25,"A",1,12,2.5,48,12,"",27,11,11,"Mort",0,2.5
"150",1,25,"A",1,12,2.5,48,12,"",28,11,12,"Mort",1,2.5
"151",1,25,"A",1,12,2.5,48,12,"",29,11,13,"Mort",0,2.5
"152",1,25,"A",1,12,2.5,48,12,"",30,11,14,"Mort",0,2.5
"153",1,25,"A",1,12,2.5,48,12,"",31,11,15,"Hatch",0,2.5
"154",1,25,"A",1,12,2.5,48,12,"",31,11,15,"Mort",0,2.5
"155",1,25,"A",1,12,2.5,48,12,"",32,11,16,"Hatch",0,2.5
"156",1,25,"A",1,12,2.5,48,12,"",32,11,16,"Mort",0,2.5
"157",1,25,"A",1,12,2.5,48,12,"",33,11,17,"Hatch",0,2.5
"158",1,25,"A",1,12,2.5,48,12,"",33,11,17,"Mort",0,2.5
"159",1,25,"A",1,12,2.5,48,12,"",34,11,18,"Hatch",0,2.5
"160",1,25,"A",1,12,2.5,48,12,"",34,11,18,"Mort",0,2.5
"161",1,25,"A",1,12,2.5,48,12,"",35,11,19,"Hatch",0,2.5
"162",1,25,"A",1,12,2.5,48,12,"",35,11,19,"Hatchling mort",0,2.5
"163",1,25,"A",1,12,2.5,48,12,"",35,11,19,"Mort",0,2.5
"164",1,25,"A",1,12,2.5,48,12,"",36,11,20,"Hatch",0,2.5
"165",1,25,"A",1,12,2.5,48,12,"",36,11,20,"Hatchling mort",0,2.5
"166",1,25,"A",1,12,2.5,48,12,"",36,11,20,"Mort",0,2.5
"167",1,25,"A",1,12,2.5,48,12,"",37,11,21,"Hatch",0,2.5
"168",1,25,"A",1,12,2.5,48,12,"",37,11,21,"Hatchling mort",0,2.5
"169",1,25,"A",1,12,2.5,48,12,"",37,11,21,"Mort",0,2.5
"170",1,25,"A",1,12,2.5,48,12,"",38,11,22,"Hatch",0,2.5
"171",1,25,"A",1,12,2.5,48,12,"",38,11,22,"Hatchling mort",0,2.5
"172",1,25,"A",1,12,2.5,48,12,"",38,11,22,"Mort",0,2.5
"173",1,25,"A",1,12,2.5,48,12,"",39,11,23,"Hatch",0,2.5
"174",1,25,"A",1,12,2.5,48,12,"",39,11,23,"Hatchling mort",0,2.5
"175",1,25,"A",1,12,2.5,48,12,"",39,11,23,"Mort",0,2.5
"176",1,25,"A",1,12,2.5,48,12,"",40,11,24,"Hatch",17,2.5
"177",1,25,"A",1,12,2.5,48,12,"",40,11,24,"Hatchling mort",0,2.5
"178",1,25,"A",1,12,2.5,48,12,"",40,11,24,"Mort",0,2.5
"179",1,25,"A",1,12,2.5,48,12,"",41,11,25,"Hatch",4,2.5
"180",1,25,"A",1,12,2.5,48,12,"",41,11,25,"Hatchling mort",0,2.5
"181",1,25,"A",1,12,2.5,48,12,"",41,11,25,"Mort",0,2.5
"182",1,25,"A",1,12,2.5,48,12,"",42,11,26,"Hatch",2,2.5
"183",1,25,"A",1,12,2.5,48,12,"",42,11,26,"Hatchling mort",0,2.5
"184",1,25,"A",1,12,2.5,48,12,"",42,11,26,"Mort",0,2.5
"185",1,25,"A",1,12,2.5,48,12,"",43,11,27,"Hatch",1,2.5
"186",1,25,"A",1,12,2.5,48,12,"",43,11,27,"Hatchling mort",0,2.5
"187",1,25,"A",1,12,2.5,48,12,"",43,11,27,"Mort",0,2.5
"188",1,25,"A",1,12,2.5,48,12,"",44,11,28,"Hatch",0,2.5
"189",1,25,"A",1,12,2.5,48,12,"",44,11,28,"Hatchling mort",0,2.5
"190",1,25,"A",1,12,2.5,48,12,"",44,11,28,"Mort",0,2.5
"191",1,25,"A",1,12,2.5,48,12,"",46,11,30,"Hatch",0,2.5
"192",1,25,"A",1,12,2.5,48,12,"",46,11,30,"Hatchling mort",0,2.5
"193",1,25,"A",1,12,2.5,48,12,"",46,11,30,"Mort",0,2.5
"194",1,25,"A",1,12,2.5,48,12,"",48,12,2,"Hatch",0,2.5
"195",1,25,"A",1,12,2.5,48,12,"",48,12,2,"Hatchling mort",0,2.5
"196",1,25,"A",1,12,2.5,48,12,"",48,12,2,"Mort",0,2.5
"197",1,25,"A",1,12,2.5,48,12,"",52,12,6,"Hatch",0,2.5
"198",1,25,"A",1,12,2.5,48,12,"",52,12,6,"Hatchling mort",0,2.5
"199",1,25,"A",1,12,2.5,48,12,"",52,12,6,"Mort",0,2.5
"200",1,25,"A",1,12,2.5,48,12,"",55,12,9,"Hatch",0,2.5
"201",1,25,"A",1,12,2.5,48,12,"",55,12,9,"Hatchling mort",0,2.5
"202",1,25,"A",1,12,2.5,48,12,"",55,12,9,"Mort",0,2.5
"203",1,25,"A",1,12,2.5,48,12,"",59,12,13,"Hatchling mort",0,2.5
"204",1,25,"A",1,12,2.5,48,12,"",62,12,16,"Hatchling mort",0,2.5
"205",2,20,"B",1,12,2.5,6,13,"",15,10,30,"Mort",0,2.5
"206",2,20,"B",1,12,2.5,6,13,"",16,10,31,"Mort",0,2.5
"207",2,20,"B",1,12,2.5,6,13,"",17,11,1,"Mort",0,2.5
"208",2,20,"B",1,12,2.5,6,13,"",18,11,2,"Mort",0,2.5
"209",2,20,"B",1,12,2.5,6,13,"",19,11,3,"Mort",0,2.5
"210",2,20,"B",1,12,2.5,6,13,"",20,11,4,"Mort",0,2.5
"211",2,20,"B",1,12,2.5,6,13,"",21,11,5,"Mort",0,2.5
"212",2,20,"B",1,12,2.5,6,13,"",22,11,6,"Mort",0,2.5
"213",2,20,"B",1,12,2.5,6,13,"",23,11,7,"Mort",0,2.5
"214",2,20,"B",1,12,2.5,6,13,"",24,11,8,"Mort",0,2.5
"215",2,20,"B",1,12,2.5,6,13,"",25,11,9,"Mort",0,2.5
"216",2,20,"B",1,12,2.5,6,13,"",26,11,10,"Mort",0,2.5
"217",2,20,"B",1,12,2.5,6,13,"",27,11,11,"Mort",0,2.5
"218",2,20,"B",1,12,2.5,6,13,"",28,11,12,"Mort",0,2.5
"219",2,20,"B",1,12,2.5,6,13,"",29,11,13,"Mort",0,2.5
"220",2,20,"B",1,12,2.5,6,13,"",30,11,14,"Mort",0,2.5
"221",2,20,"B",1,12,2.5,6,13,"",31,11,15,"Hatch",0,2.5
"222",2,20,"B",1,12,2.5,6,13,"",31,11,15,"Mort",0,2.5
"223",2,20,"B",1,12,2.5,6,13,"",32,11,16,"Hatch",0,2.5
"224",2,20,"B",1,12,2.5,6,13,"",32,11,16,"Mort",0,2.5
"225",2,20,"B",1,12,2.5,6,13,"",33,11,17,"Hatch",0,2.5
"226",2,20,"B",1,12,2.5,6,13,"",33,11,17,"Mort",0,2.5
"227",2,20,"B",1,12,2.5,6,13,"",34,11,18,"Hatch",0,2.5
"228",2,20,"B",1,12,2.5,6,13,"",34,11,18,"Mort",0,2.5
"229",2,20,"B",1,12,2.5,6,13,"",35,11,19,"Hatch",0,2.5
"230",2,20,"B",1,12,2.5,6,13,"",35,11,19,"Hatchling mort",0,2.5
"231",2,20,"B",1,12,2.5,6,13,"",35,11,19,"Mort",0,2.5
"232",2,20,"B",1,12,2.5,6,13,"",36,11,20,"Hatch",0,2.5
"233",2,20,"B",1,12,2.5,6,13,"",36,11,20,"Hatchling mort",0,2.5
"234",2,20,"B",1,12,2.5,6,13,"",36,11,20,"Mort",0,2.5
"235",2,20,"B",1,12,2.5,6,13,"",37,11,21,"Hatch",0,2.5
"236",2,20,"B",1,12,2.5,6,13,"",37,11,21,"Hatchling mort",0,2.5
"237",2,20,"B",1,12,2.5,6,13,"",37,11,21,"Mort",0,2.5
"238",2,20,"B",1,12,2.5,6,13,"",38,11,22,"Hatch",0,2.5
"239",2,20,"B",1,12,2.5,6,13,"",38,11,22,"Hatchling mort",0,2.5
"240",2,20,"B",1,12,2.5,6,13,"",38,11,22,"Mort",0,2.5
"241",2,20,"B",1,12,2.5,6,13,"",39,11,23,"Hatch",0,2.5
"242",2,20,"B",1,12,2.5,6,13,"",39,11,23,"Hatchling mort",0,2.5
"243",2,20,"B",1,12,2.5,6,13,"",39,11,23,"Mort",0,2.5
"244",2,20,"B",1,12,2.5,6,13,"",40,11,24,"Hatch",12,2.5
"245",2,20,"B",1,12,2.5,6,13,"",40,11,24,"Hatchling mort",0,2.5
"246",2,20,"B",1,12,2.5,6,13,"",40,11,24,"Mort",0,2.5
"247",2,20,"B",1,12,2.5,6,13,"",41,11,25,"Hatch",5,2.5
"248",2,20,"B",1,12,2.5,6,13,"",41,11,25,"Hatchling mort",0,2.5
"249",2,20,"B",1,12,2.5,6,13,"",41,11,25,"Mort",0,2.5
"250",2,20,"B",1,12,2.5,6,13,"",42,11,26,"Hatch",7,2.5
"251",2,20,"B",1,12,2.5,6,13,"",42,11,26,"Hatchling mort",0,2.5
"252",2,20,"B",1,12,2.5,6,13,"",42,11,26,"Mort",0,2.5
"253",2,20,"B",1,12,2.5,6,13,"",43,11,27,"Hatch",1,2.5
"254",2,20,"B",1,12,2.5,6,13,"",43,11,27,"Hatchling mort",0,2.5
"255",2,20,"B",1,12,2.5,6,13,"",43,11,27,"Mort",0,2.5
"256",2,20,"B",1,12,2.5,6,13,"",44,11,28,"Hatch",0,2.5
"257",2,20,"B",1,12,2.5,6,13,"",44,11,28,"Hatchling mort",0,2.5
"258",2,20,"B",1,12,2.5,6,13,"",44,11,28,"Mort",0,2.5
"259",2,20,"B",1,12,2.5,6,13,"",46,11,30,"Hatch",0,2.5
"260",2,20,"B",1,12,2.5,6,13,"",46,11,30,"Hatchling mort",0,2.5
"261",2,20,"B",1,12,2.5,6,13,"",46,11,30,"Mort",0,2.5
"262",2,20,"B",1,12,2.5,6,13,"",48,12,2,"Hatch",0,2.5
"263",2,20,"B",1,12,2.5,6,13,"",48,12,2,"Hatchling mort",0,2.5
"264",2,20,"B",1,12,2.5,6,13,"",48,12,2,"Mort",0,2.5
"265",2,20,"B",1,12,2.5,6,13,"",52,12,6,"Hatch",0,2.5
"266",2,20,"B",1,12,2.5,6,13,"",52,12,6,"Hatchling mort",0,2.5
"267",2,20,"B",1,12,2.5,6,13,"",52,12,6,"Mort",0,2.5
"268",2,20,"B",1,12,2.5,6,13,"",55,12,9,"Hatch",0,2.5
"269",2,20,"B",1,12,2.5,6,13,"",55,12,9,"Hatchling mort",0,2.5
"270",2,20,"B",1,12,2.5,6,13,"",55,12,9,"Mort",0,2.5
"271",2,20,"B",1,12,2.5,6,13,"",59,12,13,"Hatchling mort",0,2.5
"272",2,20,"B",1,12,2.5,6,13,"",62,12,16,"Hatchling mort",0,2.5
"273",2,23,"B",1,12,2.5,24,14,"",15,10,30,"Mort",0,2.5
"274",2,23,"B",1,12,2.5,24,14,"",16,10,31,"Mort",0,2.5
"275",2,23,"B",1,12,2.5,24,14,"",17,11,1,"Mort",0,2.5
"276",2,23,"B",1,12,2.5,24,14,"",18,11,2,"Mort",0,2.5
"277",2,23,"B",1,12,2.5,24,14,"",19,11,3,"Mort",0,2.5
"278",2,23,"B",1,12,2.5,24,14,"",20,11,4,"Mort",0,2.5
"279",2,23,"B",1,12,2.5,24,14,"",21,11,5,"Mort",0,2.5
"280",2,23,"B",1,12,2.5,24,14,"",22,11,6,"Mort",0,2.5
"281",2,23,"B",1,12,2.5,24,14,"",23,11,7,"Mort",0,2.5
"282",2,23,"B",1,12,2.5,24,14,"",24,11,8,"Mort",0,2.5
"283",2,23,"B",1,12,2.5,24,14,"",25,11,9,"Mort",0,2.5
"284",2,23,"B",1,12,2.5,24,14,"",26,11,10,"Mort",0,2.5
"285",2,23,"B",1,12,2.5,24,14,"",27,11,11,"Mort",0,2.5
"286",2,23,"B",1,12,2.5,24,14,"",28,11,12,"Mort",0,2.5
"287",2,23,"B",1,12,2.5,24,14,"",29,11,13,"Mort",0,2.5
"288",2,23,"B",1,12,2.5,24,14,"",30,11,14,"Mort",0,2.5
"289",2,23,"B",1,12,2.5,24,14,"",31,11,15,"Hatch",0,2.5
"290",2,23,"B",1,12,2.5,24,14,"",31,11,15,"Mort",0,2.5
"291",2,23,"B",1,12,2.5,24,14,"",32,11,16,"Hatch",0,2.5
"292",2,23,"B",1,12,2.5,24,14,"",32,11,16,"Mort",0,2.5
"293",2,23,"B",1,12,2.5,24,14,"",33,11,17,"Hatch",0,2.5
"294",2,23,"B",1,12,2.5,24,14,"",33,11,17,"Mort",0,2.5
"295",2,23,"B",1,12,2.5,24,14,"",34,11,18,"Hatch",0,2.5
"296",2,23,"B",1,12,2.5,24,14,"",34,11,18,"Mort",0,2.5
"297",2,23,"B",1,12,2.5,24,14,"",35,11,19,"Hatch",0,2.5
"298",2,23,"B",1,12,2.5,24,14,"",35,11,19,"Hatchling mort",0,2.5
"299",2,23,"B",1,12,2.5,24,14,"",35,11,19,"Mort",0,2.5
"300",2,23,"B",1,12,2.5,24,14,"",36,11,20,"Hatch",0,2.5
"301",2,23,"B",1,12,2.5,24,14,"",36,11,20,"Hatchling mort",0,2.5
"302",2,23,"B",1,12,2.5,24,14,"",36,11,20,"Mort",0,2.5
"303",2,23,"B",1,12,2.5,24,14,"",37,11,21,"Hatch",0,2.5
"304",2,23,"B",1,12,2.5,24,14,"",37,11,21,"Hatchling mort",0,2.5
"305",2,23,"B",1,12,2.5,24,14,"",37,11,21,"Mort",0,2.5
"306",2,23,"B",1,12,2.5,24,14,"",38,11,22,"Hatch",0,2.5
"307",2,23,"B",1,12,2.5,24,14,"",38,11,22,"Hatchling mort",0,2.5
"308",2,23,"B",1,12,2.5,24,14,"",38,11,22,"Mort",0,2.5
"309",2,23,"B",1,12,2.5,24,14,"",39,11,23,"Hatch",4,2.5
"310",2,23,"B",1,12,2.5,24,14,"",39,11,23,"Hatchling mort",0,2.5
"311",2,23,"B",1,12,2.5,24,14,"",39,11,23,"Mort",0,2.5
"312",2,23,"B",1,12,2.5,24,14,"",40,11,24,"Hatch",10,2.5
"313",2,23,"B",1,12,2.5,24,14,"",40,11,24,"Hatchling mort",0,2.5
"314",2,23,"B",1,12,2.5,24,14,"",40,11,24,"Mort",0,2.5
