Temp;O2;DevPeriod;RepNumber;HatchDay
12;2.5;3;30;37
12;2.5;3;30;38
12;2.5;3;31;36
12;2.5;3;31;37
12;2.5;3;31;37
12;2.5;3;31;37
12;2.5;3;31;37
12;2.5;3;31;37
12;2.5;3;31;38
12;2.5;3;31;38
12;2.5;3;31;40
12;2.5;3;32;36
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;37
12;2.5;3;32;38
12;2.5;3;33;36
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;37
12;2.5;3;33;38
12;2.5;3;33;38
12;2.5;3;33;38
12;2.5;3;33;38
12;2.5;3;33;38
12;2.5;3;33;38
12;2.5;3;34;36
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;37
12;2.5;3;34;38
12;2.5;3;35;36
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;37
12;2.5;3;35;38
12;2.5;3;35;38
12;2.5;3;36;36
12;2.5;3;36;36
12;2.5;3;36;36
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;37
12;2.5;3;36;38
12;2.5;3;36;38
12;2.5;3;36;38
12;2.5;3;36;38
12;2.5;3;36;38
12;2.5;3;36;40
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;39
12;5;1;46;40
12;5;1;46;40
12;5;1;46;40
12;5;1;46;40
12;5;1;46;40
12;5;1;46;40
12;5;1;46;40
12;5;1;46;40
12;5;1;46;41
12;5;1;46;41
12;5;1;47;38
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;39
12;5;1;47;40
12;5;1;47;40
12;5;1;47;40
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;39
12;5;1;48;40
12;5;1;48;46
12;5;1;49;36
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;39
12;5;1;49;40
12;5;1;49;40
12;5;1;49;40
12;5;1;49;41
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;39
12;5;1;50;40
12;5;1;50;40
12;5;1;50;40
12;5;1;50;40
12;5;1;50;40
12;5;1;50;40
12;5;1;50;40
12;5;1;50;40
12;5;1;50;41
12;5;1;50;41
12;5;1;50;41
12;5;1;50;41
12;5;1;50;42
12;5;1;51;38
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;39
12;5;1;51;40
12;5;1;51;40
12;5;1;51;40
12;5;1;51;40
12;5;1;51;40
12;5;1;51;40
12;5;1;52;38
12;5;1;52;39
12;5;1;52;39
12;5;1;52;39
12;5;1;52;39
12;5;1;52;39
12;5;1;52;39
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;40
12;5;1;52;42
12;5;1;52;42
12;5;1;52;43
12;5;1;53;36
12;5;1;53;37
12;5;1;53;37
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;39
12;5;1;53;40
12;5;1;53;40
12;5;1;53;40
12;5;1;53;40
12;5;1;53;42
12;5;1;53;42
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;39
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;40
12;5;1;54;48
12;5;1;54;48
12;5;2;55;38
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;39
12;5;2;55;40
12;5;2;55;40
12;5;2;55;40
12;5;2;55;40
12;5;2;55;40
12;5;2;55;40
12;5;2;55;40
12;5;2;55;41
12;5;2;55;43
12;5;2;55;43
12;5;2;55;46
12;5;2;56;38
12;5;2;56;38
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;39
12;5;2;56;40
12;5;2;56;40
12;5;2;56;40
12;5;2;56;40
12;5;2;56;40
12;5;2;56;40
12;5;2;56;43
12;5;2;57;37
12;5;2;57;38
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;39
12;5;2;57;40
12;5;2;57;40
12;5;2;57;40
12;5;2;57;40
12;5;2;57;40
12;5;2;57;40
12;5;2;57;40
12;5;2;57;40
12;5;2;57;42
12;5;2;57;43
12;5;2;58;39
12;5;2;58;39
12;5;2;58;39
12;5;2;58;39
12;5;2;58;39
12;5;2;58;39
12;5;2;58;39
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;40
12;5;2;58;41
12;5;2;58;41
12;5;2;58;42
12;5;2;58;43
12;5;2;58;43
12;5;2;59;37
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;38
12;5;2;59;39
12;5;2;59;39
12;5;2;59;39
12;5;2;59;39
12;5;2;59;39
12;5;2;59;39
12;5;2;59;39
12;5;2;59;41
12;5;2;59;42
12;5;2;60;38
12;5;2;60;38
12;5;2;60;38
12;5;2;60;38
12;5;2;60;38
12;5;2;60;38
12;5;2;60;38
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;39
12;5;2;60;40
12;5;2;60;40
12;5;2;60;40
12;5;2;60;40
12;5;2;60;42
12;5;2;60;42
12;5;2;60;42
12;5;2;60;46
12;5;2;61;37
12;5;2;61;38
12;5;2;61;38
12;5;2;61;38
12;5;2;61;38
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;39
12;5;2;61;40
12;5;2;61;40
12;5;2;61;40
12;5;2;61;40
12;5;2;61;40
12;5;2;61;40
12;5;2;61;40
12;5;2;61;40
12;5;2;61;43
12;5;2;61;46
12;5;2;62;37
12;5;2;62;39
12;5;2;62;39
12;5;2;62;39
12;5;2;62;39
12;5;2;62;39
12;5;2;62;39
12;5;2;62;39
12;5;2;62;39
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;40
12;5;2;62;41
12;5;2;62;41
12;5;2;62;41
12;5;2;62;41
12;5;2;62;41
12;5;2;63;38
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;39
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;40
12;5;2;63;43
12;5;3;64;32
12;5;3;64;37
12;5;3;64;37
12;5;3;64;37
12;5;3;64;37
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;38
12;5;3;64;39
12;5;3;64;39
12;5;3;64;39
12;5;3;64;39
12;5;3;64;40
12;5;3;65;37
12;5;3;65;37
12;5;3;65;37
12;5;3;65;37
12;5;3;65;37
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;38
12;5;3;65;39
12;5;3;65;39
12;5;3;65;39
12;5;3;66;37
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;38
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;66;39
12;5;3;67;37
12;5;3;67;37
12;5;3;67;37
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;38
12;5;3;67;39
12;5;3;67;39
12;5;3;67;39
12;5;3;67;39
12;5;3;67;39
12;5;3;68;35
12;5;3;68;36
12;5;3;68;36
12;5;3;68;36
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;39
12;5;3;68;39
12;5;3;68;39
12;5;3;68;39
12;5;3;69;37
12;5;3;69;37
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;70;36
12;5;3;70;37
12;5;3;70;37
12;5;3;70;37
12;5;3;70;37
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;39
12;5;3;70;39
12;5;3;70;39
12;5;3;70;39
12;5;3;70;40
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;40
12;5;3;72;37
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;11;1;82;37
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;39
12;11;1;82;39
12;11;1;82;39
12;11;1;82;39
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
