"","egg","Olim","temp","velocity"
"986",104,0.541693,7,0.06
"987",105,0.560014,7,0.06
"988",106,0.579764,7,0.06
"989",107,0.567172,7,0.06
"990",108,0.555687,7,0.06
"991",109,0.508248,7,0.06
"992",110,0.542649,7,0.06
"993",111,0.550212,7,0.06
"994",112,0.543996,7,0.06
"995",113,0.530286,7,0.06
"996",114,0.57236,7,0.06
"997",115,0.550232,7,0.06
"998",116,0.5775,7,0.06
"999",117,0.574694,7,0.06
"1000",118,0.558079,7,0.06
"1001",119,0.565646,7,0.06
"1002",120,0.535617,7,0.06
"1003",121,0.559053,7,0.06
"1004",122,0.57502,7,0.06
"1005",123,0.567562,7,0.06
"1006",124,0.601637,7,0.06
"1007",125,0.580161,7,0.06
"1008",126,0.565841,7,0.06
"1009",1,0.500512,7,0.07
"1010",2,0.499815,7,0.07
"1011",3,0.504844,7,0.07
"1012",4,0.493718,7,0.07
"1013",5,0.497808,7,0.07
"1014",6,0.53287,7,0.07
"1015",7,0.503015,7,0.07
"1016",8,0.501097,7,0.07
"1017",9,0.494856,7,0.07
"1018",10,0.532694,7,0.07
"1019",11,0.505178,7,0.07
"1020",12,0.513047,7,0.07
"1021",13,0.509432,7,0.07
"1022",14,0.521764,7,0.07
"1023",15,0.509631,7,0.07
"1024",16,0.48616,7,0.07
"1025",17,0.527153,7,0.07
"1026",18,0.528081,7,0.07
"1027",19,0.518734,7,0.07
"1028",20,0.512606,7,0.07
"1029",21,0.523281,7,0.07
"1030",22,0.496316,7,0.07
"1031",23,0.542567,7,0.07
"1032",24,0.498079,7,0.07
"1033",25,0.504849,7,0.07
"1034",26,0.503402,7,0.07
"1035",27,0.509218,7,0.07
"1036",28,0.492415,7,0.07
"1037",29,0.499035,7,0.07
"1038",30,0.512951,7,0.07
"1039",31,0.520971,7,0.07
"1040",32,0.482781,7,0.07
"1041",33,0.522155,7,0.07
"1042",34,0.507026,7,0.07
"1043",35,0.503815,7,0.07
"1044",36,0.495847,7,0.07
"1045",37,0.517338,7,0.07
"1046",38,0.49611,7,0.07
"1047",39,0.493243,7,0.07
"1048",40,0.543855,7,0.07
"1049",41,0.51488,7,0.07
"1050",42,0.500481,7,0.07
"1051",43,0.501061,7,0.07
"1052",44,0.487451,7,0.07
"1053",45,0.51303,7,0.07
"1054",46,0.511079,7,0.07
"1055",47,0.540911,7,0.07
"1056",48,0.498287,7,0.07
"1057",49,0.512604,7,0.07
"1058",50,0.536558,7,0.07
"1059",51,0.523036,7,0.07
"1060",52,0.514678,7,0.07
"1061",53,0.530837,7,0.07
"1062",54,0.52272,7,0.07
"1063",55,0.513747,7,0.07
"1064",56,0.511393,7,0.07
"1065",57,0.523972,7,0.07
"1066",58,0.529558,7,0.07
"1067",59,0.530461,7,0.07
"1068",60,0.511601,7,0.07
"1069",61,0.515071,7,0.07
"1070",62,0.54691,7,0.07
"1071",63,0.495295,7,0.07
"1072",64,0.550311,7,0.07
"1073",65,0.541913,7,0.07
"1074",66,0.496617,7,0.07
"1075",67,0.532171,7,0.07
"1076",68,0.541268,7,0.07
"1077",69,0.548089,7,0.07
"1078",70,0.512224,7,0.07
"1079",71,0.515196,7,0.07
"1080",72,0.531137,7,0.07
"1081",73,0.548837,7,0.07
"1082",74,0.55055,7,0.07
"1083",75,0.540347,7,0.07
"1084",76,0.559063,7,0.07
"1085",77,0.514947,7,0.07
"1086",78,0.516765,7,0.07
"1087",79,0.556098,7,0.07
"1088",80,0.534332,7,0.07
"1089",81,0.524403,7,0.07
"1090",82,0.495737,7,0.07
"1091",83,0.515399,7,0.07
"1092",84,0.517358,7,0.07
"1093",85,0.550892,7,0.07
"1094",86,0.523308,7,0.07
"1095",87,0.557672,7,0.07
"1096",88,0.565821,7,0.07
"1097",89,0.556524,7,0.07
"1098",90,0.524093,7,0.07
"1099",91,0.536375,7,0.07
"1100",92,0.519671,7,0.07
"1101",93,0.525443,7,0.07
"1102",94,0.521982,7,0.07
"1103",95,0.518876,7,0.07
"1104",96,0.50957,7,0.07
"1105",97,0.540257,7,0.07
"1106",98,0.583283,7,0.07
"1107",99,0.569462,7,0.07
"1108",100,0.574815,7,0.07
"1109",101,0.518836,7,0.07
"1110",102,0.544581,7,0.07
"1111",103,0.491132,7,0.07
"1112",104,0.529546,7,0.07
"1113",105,0.547139,7,0.07
"1114",106,0.565914,7,0.07
"1115",107,0.552494,7,0.07
"1116",108,0.541439,7,0.07
"1117",109,0.500129,7,0.07
"1118",110,0.528331,7,0.07
"1119",111,0.536778,7,0.07
"1120",112,0.532089,7,0.07
"1121",113,0.519749,7,0.07
"1122",114,0.557966,7,0.07
"1123",115,0.538147,7,0.07
"1124",116,0.56355,7,0.07
"1125",117,0.559587,7,0.07
"1126",118,0.54422,7,0.07
"1127",119,0.55093,7,0.07
"1128",120,0.524655,7,0.07
"1129",121,0.545842,7,0.07
"1130",122,0.561978,7,0.07
"1131",123,0.55337,7,0.07
"1132",124,0.584865,7,0.07
"1133",125,0.565766,7,0.07
"1134",126,0.553238,7,0.07
"1135",1,0.495228,7,0.08
"1136",2,0.494473,7,0.08
"1137",3,0.498883,7,0.08
"1138",4,0.488765,7,0.08
"1139",5,0.491769,7,0.08
"1140",6,0.525716,7,0.08
"1141",7,0.49759,7,0.08
"1142",8,0.495753,7,0.08
"1143",9,0.489452,7,0.08
"1144",10,0.524104,7,0.08
"1145",11,0.499821,7,0.08
"1146",12,0.506464,7,0.08
"1147",13,0.5024,7,0.08
"1148",14,0.514166,7,0.08
"1149",15,0.503214,7,0.08
"1150",16,0.480987,7,0.08
"1151",17,0.519525,7,0.08
"1152",18,0.519906,7,0.08
"1153",19,0.510955,7,0.08
"1154",20,0.505651,7,0.08
"1155",21,0.514884,7,0.08
"1156",22,0.490208,7,0.08
"1157",23,0.532732,7,0.08
"1158",24,0.491353,7,0.08
"1159",25,0.498628,7,0.08
"1160",26,0.496878,7,0.08
"1161",27,0.502264,7,0.08
"1162",28,0.486759,7,0.08
"1163",29,0.492783,7,0.08
"1164",30,0.505482,7,0.08
"1165",31,0.513028,7,0.08
"1166",32,0.478475,7,0.08
"1167",33,0.514421,7,0.08
"1168",34,0.500482,7,0.08
"1169",35,0.497403,7,0.08
"1170",36,0.490788,7,0.08
"1171",37,0.509564,7,0.08
"1172",38,0.490011,7,0.08
"1173",39,0.488028,7,0.08
"1174",40,0.53389,7,0.08
"1175",41,0.507041,7,0.08
"1176",42,0.494754,7,0.08
"1177",43,0.495751,7,0.08
"1178",44,0.482344,7,0.08
"1179",45,0.50621,7,0.08
"1180",46,0.502886,7,0.08
"1181",47,0.532285,7,0.08
"1182",48,0.494692,7,0.08
"1183",49,0.50499,7,0.08
"1184",50,0.527484,7,0.08
"1185",51,0.513541,7,0.08
"1186",52,0.507146,7,0.08
"1187",53,0.521924,7,0.08
"1188",54,0.515703,7,0.08
"1189",55,0.50629,7,0.08
"1190",56,0.50346,7,0.08
"1191",57,0.515413,7,0.08
"1192",58,0.521041,7,0.08
"1193",59,0.521039,7,0.08
"1194",60,0.504482,7,0.08
"1195",61,0.508601,7,0.08
"1196",62,0.53692,7,0.08
"1197",63,0.490101,7,0.08
"1198",64,0.539278,7,0.08
"1199",65,0.531788,7,0.08
"1200",66,0.490107,7,0.08
"1201",67,0.523046,7,0.08
"1202",68,0.531732,7,0.08
"1203",69,0.538026,7,0.08
"1204",70,0.504042,7,0.08
"1205",71,0.507142,7,0.08
"1206",72,0.521638,7,0.08
"1207",73,0.537217,7,0.08
"1208",74,0.539823,7,0.08
"1209",75,0.529743,7,0.08
"1210",76,0.547685,7,0.08
"1211",77,0.506328,7,0.08
"1212",78,0.510853,7,0.08
"1213",79,0.545551,7,0.08
"1214",80,0.524158,7,0.08
"1215",81,0.516664,7,0.08
"1216",82,0.489797,7,0.08
"1217",83,0.506562,7,0.08
"1218",84,0.508978,7,0.08
"1219",85,0.539678,7,0.08
"1220",86,0.515176,7,0.08
"1221",87,0.545566,7,0.08
"1222",88,0.554513,7,0.08
"1223",89,0.545242,7,0.08
"1224",90,0.515142,7,0.08
"1225",91,0.526756,7,0.08
"1226",92,0.510635,7,0.08
"1227",93,0.518526,7,0.08
"1228",94,0.514856,7,0.08
"1229",95,0.511427,7,0.08
"1230",96,0.503152,7,0.08
"1231",97,0.530092,7,0.08
"1232",98,0.568796,7,0.08
"1233",99,0.557767,7,0.08
"1234",100,0.563315,7,0.08
"1235",101,0.51163,7,0.08
"1236",102,0.533891,7,0.08
"1237",103,0.485897,7,0.08
"1238",104,0.52023,7,0.08
"1239",105,0.536987,7,0.08
"1240",106,0.554555,7,0.08
"1241",107,0.540611,7,0.08
"1242",108,0.530324,7,0.08
"1243",109,0.493913,7,0.08
"1244",110,0.517477,7,0.08
"1245",111,0.525859,7,0.08
"1246",112,0.522228,7,0.08
"1247",113,0.510966,7,0.08
"1248",114,0.546532,7,0.08
"1249",115,0.528036,7,0.08
"1250",116,0.552453,7,0.08
"1251",117,0.547438,7,0.08
"1252",118,0.533359,7,0.08
"1253",119,0.539383,7,0.08
"1254",120,0.515553,7,0.08
"1255",121,0.535482,7,0.08
"1256",122,0.551471,7,0.08
"1257",123,0.541528,7,0.08
"1258",124,0.571895,7,0.08
"1259",125,0.55385,7,0.08
"1260",126,0.542933,7,0.08
"1261",1,0.490462,7,0.09
"1262",2,0.489979,7,0.09
"1263",3,0.494133,7,0.09
"1264",4,0.484744,7,0.09
"1265",5,0.487217,7,0.09
"1266",6,0.519733,7,0.09
"1267",7,0.493172,7,0.09
"1268",8,0.490858,7,0.09
"1269",9,0.48467,7,0.09
"1270",10,0.516898,7,0.09
"1271",11,0.494946,7,0.09
"1272",12,0.500716,7,0.09
"1273",13,0.496773,7,0.09
"1274",14,0.507729,7,0.09
"1275",15,0.498107,7,0.09
"1276",16,0.477035,7,0.09
"1277",17,0.513204,7,0.09
"1278",18,0.513395,7,0.09
"1279",19,0.50449,7,0.09
"1280",20,0.499512,7,0.09
"1281",21,0.508258,7,0.09
"1282",22,0.485348,7,0.09
"1283",23,0.524584,7,0.09
"1284",24,0.48596,7,0.09
"1285",25,0.493257,7,0.09
"1286",26,0.491238,7,0.09
"1287",27,0.496555,7,0.09
"1288",28,0.482222,7,0.09
"1289",29,0.487778,7,0.09
"1290",30,0.499136,7,0.09
"1291",31,0.506532,7,0.09
"1292",32,0.474532,7,0.09
"1293",33,0.508139,7,0.09
"1294",34,0.495396,7,0.09
"1295",35,0.491662,7,0.09
"1296",36,0.487128,7,0.09
"1297",37,0.503319,7,0.09
"1298",38,0.484844,7,0.09
"1299",39,0.484073,7,0.09
"1300",40,0.525605,7,0.09
"1301",41,0.501198,7,0.09
"1302",42,0.490171,7,0.09
"1303",43,0.491316,7,0.09
"1304",44,0.478626,7,0.09
"1305",45,0.501307,7,0.09
"1306",46,0.496243,7,0.09
"1307",47,0.52529,7,0.09
"1308",48,0.492837,7,0.09
"1309",49,0.498804,7,0.09
"1310",50,0.519428,7,0.09
"1311",51,0.5059,7,0.09
"1312",52,0.50061,7,0.09
"1313",53,0.514646,7,0.09
"1314",54,0.50954,7,0.09
"1315",55,0.500455,7,0.09
"1316",56,0.49704,7,0.09
"1317",57,0.508251,7,0.09
"1318",58,0.513929,7,0.09
"1319",59,0.513204,7,0.09
"1320",60,0.498646,7,0.09
"1321",61,0.50329,7,0.09
"1322",62,0.528341,7,0.09
"1323",63,0.485835,7,0.09
"1324",64,0.530434,7,0.09
"1325",65,0.523576,7,0.09
"1326",66,0.485364,7,0.09
"1327",67,0.51597,7,0.09
"1328",68,0.524489,7,0.09
"1329",69,0.529207,7,0.09
"1330",70,0.496815,7,0.09
"1331",71,0.500763,7,0.09
"1332",72,0.514048,7,0.09
"1333",73,0.527829,7,0.09
"1334",74,0.531045,7,0.09
"1335",75,0.521551,7,0.09
"1336",76,0.538246,7,0.09
"1337",77,0.49951,7,0.09
"1338",78,0.505094,7,0.09
"1339",79,0.536936,7,0.09
"1340",80,0.516511,7,0.09
"1341",81,0.510058,7,0.09
"1342",82,0.48475,7,0.09
"1343",83,0.499489,7,0.09
"1344",84,0.502509,7,0.09
"1345",85,0.530929,7,0.09
"1346",86,0.508734,7,0.09
"1347",87,0.53544,7,0.09
"1348",88,0.545309,7,0.09
"1349",89,0.535685,7,0.09
"1350",90,0.507837,7,0.09
"1351",91,0.518941,7,0.09
"1352",92,0.502812,7,0.09
"1353",93,0.513705,7,0.09
"1354",94,0.50846,7,0.09
"1355",95,0.505719,7,0.09
"1356",96,0.497598,7,0.09
"1357",97,0.521375,7,0.09
"1358",98,0.557087,7,0.09
"1359",99,0.547647,7,0.09
"1360",100,0.553849,7,0.09
"1361",101,0.506533,7,0.09
"1362",102,0.525295,7,0.09
"1363",103,0.481412,7,0.09
"1364",104,0.512817,7,0.09
"1365",105,0.528599,7,0.09
"1366",106,0.545162,7,0.09
"1367",107,0.530967,7,0.09
"1368",108,0.521239,7,0.09
"1369",109,0.48912,7,0.09
"1370",110,0.508652,7,0.09
"1371",111,0.517479,7,0.09
"1372",112,0.514562,7,0.09
"1373",113,0.504225,7,0.09
"1374",114,0.536949,7,0.09
"1375",115,0.5198,7,0.09
"1376",116,0.542813,7,0.09
"1377",117,0.537827,7,0.09
"1378",118,0.524843,7,0.09
"1379",119,0.529862,7,0.09
"1380",120,0.50817,7,0.09
"1381",121,0.526732,7,0.09
"1382",122,0.542714,7,0.09
"1383",123,0.532628,7,0.09
"1384",124,0.560621,7,0.09
"1385",125,0.544075,7,0.09
"1386",126,0.534498,7,0.09
"1387",1,0.486711,7,0.1
"1388",2,0.485903,7,0.1
"1389",3,0.490171,7,0.1
"1390",4,0.481342,7,0.1
"1391",5,0.483283,7,0.1
"1392",6,0.514454,7,0.1
"1393",7,0.489197,7,0.1
"1394",8,0.48674,7,0.1
"1395",9,0.480913,7,0.1
"1396",10,0.510843,7,0.1
"1397",11,0.491012,7,0.1
"1398",12,0.495883,7,0.1
"1399",13,0.491653,7,0.1
"1400",14,0.502575,7,0.1
"1401",15,0.494119,7,0.1
"1402",16,0.473637,7,0.1
"1403",17,0.50765,7,0.1
"1404",18,0.507687,7,0.1
"1405",19,0.498701,7,0.1
"1406",20,0.494415,7,0.1
"1407",21,0.502762,7,0.1
"1408",22,0.481538,7,0.1
"1409",23,0.516966,7,0.1
"1410",24,0.481337,7,0.1
"1411",25,0.488281,7,0.1
"1412",26,0.486695,7,0.1
"1413",27,0.491624,7,0.1
"1414",28,0.478667,7,0.1
"1415",29,0.483314,7,0.1
"1416",30,0.493913,7,0.1
"1417",31,0.500944,7,0.1
"1418",32,0.47154,7,0.1
"1419",33,0.502554,7,0.1
"1420",34,0.491021,7,0.1
"1421",35,0.487121,7,0.1
"1422",36,0.48378,7,0.1
"1423",37,0.498195,7,0.1
"1424",38,0.480615,7,0.1
"1425",39,0.480582,7,0.1
"1426",40,0.51869,7,0.1
"1427",41,0.495566,7,0.1
"1428",42,0.48596,7,0.1
"1429",43,0.487734,7,0.1
"1430",44,0.475142,7,0.1
"1431",45,0.496877,7,0.1
"1432",46,0.490852,7,0.1
"1433",47,0.519513,7,0.1
"1434",48,0.489075,7,0.1
"1435",49,0.493446,7,0.1
"1436",50,0.512857,7,0.1
"1437",51,0.499175,7,0.1
"1438",52,0.495296,7,0.1
"1439",53,0.508665,7,0.1
"1440",54,0.504396,7,0.1
"1441",55,0.494995,7,0.1
"1442",56,0.491837,7,0.1
"1443",57,0.502359,7,0.1
"1444",58,0.508038,7,0.1
"1445",59,0.506665,7,0.1
"1446",60,0.493638,7,0.1
"1447",61,0.498839,7,0.1
"1448",62,0.521097,7,0.1
"1449",63,0.482383,7,0.1
"1450",64,0.522937,7,0.1
"1451",65,0.516058,7,0.1
"1452",66,0.481046,7,0.1
"1453",67,0.509599,7,0.1
"1454",68,0.518069,7,0.1
"1455",69,0.522428,7,0.1
"1456",70,0.49097,7,0.1
"1457",71,0.495187,7,0.1
"1458",72,0.507846,7,0.1
"1459",73,0.520085,7,0.1
"1460",74,0.523678,7,0.1
"1461",75,0.514006,7,0.1
"1462",76,0.530025,7,0.1
"1463",77,0.493884,7,0.1
"1464",78,0.500217,7,0.1
"1465",79,0.529868,7,0.1
"1466",80,0.509761,7,0.1
"1467",81,0.504647,7,0.1
"1468",82,0.480443,7,0.1
"1469",83,0.493833,7,0.1
"1470",84,0.498264,7,0.1
"1471",85,0.522847,7,0.1
"1472",86,0.503223,7,0.1
"1473",87,0.526675,7,0.1
"1474",88,0.537435,7,0.1
"1475",89,0.528081,7,0.1
"1476",90,0.501405,7,0.1
"1477",91,0.512134,7,0.1
"1478",92,0.49702,7,0.1
"1479",93,0.50797,7,0.1
"1480",94,0.503764,7,0.1
"1481",95,0.500543,7,0.1
"1482",96,0.493105,7,0.1
"1483",97,0.51428,7,0.1
"1484",98,0.546986,7,0.1
"1485",99,0.539354,7,0.1
"1486",100,0.546268,7,0.1
"1487",101,0.502692,7,0.1
"1488",102,0.518023,7,0.1
"1489",103,0.478039,7,0.1
"1490",104,0.506833,7,0.1
"1491",105,0.521332,7,0.1
"1492",106,0.537432,7,0.1
"1493",107,0.523115,7,0.1
"1494",108,0.513647,7,0.1
"1495",109,0.484896,7,0.1
"1496",110,0.501276,7,0.1
"1497",111,0.510056,7,0.1
"1498",112,0.507817,7,0.1
"1499",113,0.498416,7,0.1
"1500",114,0.528641,7,0.1
"1501",115,0.512979,7,0.1
"1502",116,0.534755,7,0.1
"1503",117,0.529315,7,0.1
"1504",118,0.517318,7,0.1
"1505",119,0.521947,7,0.1
"1506",120,0.502105,7,0.1
"1507",121,0.519622,7,0.1
"1508",122,0.535637,7,0.1
"1509",123,0.524909,7,0.1
"1510",124,0.551575,7,0.1
"1511",125,0.535852,7,0.1
"1512",126,0.527419,7,0.1
"1513",1,0.483048,7,0.11
"1514",2,0.48266,7,0.11
"1515",3,0.486384,7,0.11
"1516",4,0.478286,7,0.11
"1517",5,0.479327,7,0.11
"1518",6,0.509864,7,0.11
"1519",7,0.486014,7,0.11
"1520",8,0.483338,7,0.11
"1521",9,0.477621,7,0.11
"1522",10,0.505728,7,0.11
"1523",11,0.487488,7,0.11
"1524",12,0.491942,7,0.11
"1525",13,0.487723,7,0.11
"1526",14,0.498043,7,0.11
"1527",15,0.490523,7,0.11
"1528",16,0.470361,7,0.11
"1529",17,0.502719,7,0.11
"1530",18,0.502801,7,0.11
"1531",19,0.493778,7,0.11
"1532",20,0.490425,7,0.11
"1533",21,0.497826,7,0.11
"1534",22,0.47812,7,0.11
"1535",23,0.510866,7,0.11
"1536",24,0.477499,7,0.11
"1537",25,0.484415,7,0.11
"1538",26,0.482873,7,0.11
"1539",27,0.48737,7,0.11
"1540",28,0.475533,7,0.11
"1541",29,0.479506,7,0.11
"1542",30,0.489334,7,0.11
"1543",31,0.496279,7,0.11
"1544",32,0.468785,7,0.11
"1545",33,0.498043,7,0.11
"1546",34,0.487333,7,0.11
"1547",35,0.483434,7,0.11
"1548",36,0.481217,7,0.11
"1549",37,0.493807,7,0.11
"1550",38,0.476907,7,0.11
"1551",39,0.477496,7,0.11
"1552",40,0.51293,7,0.11
"1553",41,0.49137,7,0.11
"1554",42,0.482807,7,0.11
"1555",43,0.484643,7,0.11
"1556",44,0.472393,7,0.11
"1557",45,0.492817,7,0.11
"1558",46,0.486509,7,0.11
"1559",47,0.514373,7,0.11
"1560",48,0.485221,7,0.11
"1561",49,0.48882,7,0.11
"1562",50,0.507446,7,0.11
"1563",51,0.493638,7,0.11
"1564",52,0.490916,7,0.11
"1565",53,0.503528,7,0.11
"1566",54,0.500358,7,0.11
"1567",55,0.490857,7,0.11
"1568",56,0.487096,7,0.11
"1569",57,0.496955,7,0.11
"1570",58,0.50317,7,0.11
"1571",59,0.501549,7,0.11
"1572",60,0.489056,7,0.11
"1573",61,0.494879,7,0.11
"1574",62,0.514676,7,0.11
"1575",63,0.478898,7,0.11
"1576",64,0.516517,7,0.11
"1577",65,0.510071,7,0.11
"1578",66,0.477479,7,0.11
"1579",67,0.504406,7,0.11
"1580",68,0.512609,7,0.11
"1581",69,0.516425,7,0.11
"1582",70,0.486141,7,0.11
"1583",71,0.490528,7,0.11
"1584",72,0.502329,7,0.11
"1585",73,0.513327,7,0.11
"1586",74,0.517588,7,0.11
"1587",75,0.508229,7,0.11
"1588",76,0.523124,7,0.11
"1589",77,0.488629,7,0.11
"1590",78,0.496402,7,0.11
"1591",79,0.523661,7,0.11
"1592",80,0.503874,7,0.11
"1593",81,0.500182,7,0.11
"1594",82,0.477275,7,0.11
"1595",83,0.488853,7,0.11
"1596",84,0.495143,7,0.11
"1597",85,0.516558,7,0.11
"1598",86,0.498683,7,0.11
"1599",87,0.519383,7,0.11
"1600",88,0.530983,7,0.11
"1601",89,0.521239,7,0.11
"1602",90,0.496238,7,0.11
"1603",91,0.506538,7,0.11
"1604",92,0.491648,7,0.11
"1605",93,0.502855,7,0.11
"1606",94,0.499494,7,0.11
"1607",95,0.4967,7,0.11
"1608",96,0.489536,7,0.11
"1609",97,0.508368,7,0.11
"1610",98,0.538674,7,0.11
"1611",99,0.532161,7,0.11
"1612",100,0.539585,7,0.11
"1613",101,0.500261,7,0.11
"1614",102,0.51187,7,0.11
"1615",103,0.47497,7,0.11
"1616",104,0.501502,7,0.11
"1617",105,0.515455,7,0.11
"1618",106,0.530834,7,0.11
"1619",107,0.516836,7,0.11
"1620",108,0.507404,7,0.11
"1621",109,0.481661,7,0.11
"1622",110,0.49551,7,0.11
"1623",111,0.503851,7,0.11
"1624",112,0.50251,7,0.11
"1625",113,0.49356,7,0.11
"1626",114,0.522168,7,0.11
"1627",115,0.506977,7,0.11
"1628",116,0.527907,7,0.11
"1629",117,0.522436,7,0.11
"1630",118,0.511349,7,0.11
"1631",119,0.515292,7,0.11
"1632",120,0.49687,7,0.11
"1633",121,0.513135,7,0.11
"1634",122,0.529296,7,0.11
"1635",123,0.518149,7,0.11
"1636",124,0.543827,7,0.11
"1637",125,0.529133,7,0.11
"1638",126,0.521177,7,0.11
"1639",1,0.479988,7,0.12
"1640",2,0.480188,7,0.12
"1641",3,0.483184,7,0.12
"1642",4,0.47585,7,0.12
"1643",5,0.476743,7,0.12
"1644",6,0.506195,7,0.12
"1645",7,0.482638,7,0.12
"1646",8,0.480126,7,0.12
"1647",9,0.474531,7,0.12
"1648",10,0.5017,7,0.12
"1649",11,0.484273,7,0.12
"1650",12,0.488339,7,0.12
"1651",13,0.48389,7,0.12
"1652",14,0.494002,7,0.12
"1653",15,0.487106,7,0.12
"1654",16,0.468179,7,0.12
"1655",17,0.498364,7,0.12
"1656",18,0.498174,7,0.12
"1657",19,0.490203,7,0.12
"1658",20,0.486615,7,0.12
"1659",21,0.49373,7,0.12
"1660",22,0.475093,7,0.12
"1661",23,0.506474,7,0.12
"1662",24,0.474141,7,0.12
"1663",25,0.481449,7,0.12
"1664",26,0.479535,7,0.12
"1665",27,0.483658,7,0.12
"1666",28,0.473039,7,0.12
"1667",29,0.476568,7,0.12
"1668",30,0.485593,7,0.12
"1669",31,0.492157,7,0.12
"1670",32,0.46623,7,0.12
"1671",33,0.494121,7,0.12
"1672",34,0.48407,7,0.12
"1673",35,0.480427,7,0.12
"1674",36,0.478775,7,0.12
"1675",37,0.490162,7,0.12
"1676",38,0.473893,7,0.12
"1677",39,0.474965,7,0.12
"1678",40,0.507774,7,0.12
"1679",41,0.487354,7,0.12
"1680",42,0.479782,7,0.12
"1681",43,0.482189,7,0.12
"1682",44,0.469476,7,0.12
"1683",45,0.489372,7,0.12
"1684",46,0.482605,7,0.12
"1685",47,0.509552,7,0.12
"1686",48,0.482,7,0.12
"1687",49,0.485007,7,0.12
"1688",50,0.502533,7,0.12
"1689",51,0.489082,7,0.12
"1690",52,0.487289,7,0.12
"1691",53,0.499373,7,0.12
"1692",54,0.496798,7,0.12
"1693",55,0.486725,7,0.12
"1694",56,0.482945,7,0.12
"1695",57,0.492395,7,0.12
"1696",58,0.498261,7,0.12
"1697",59,0.496405,7,0.12
"1698",60,0.485767,7,0.12
"1699",61,0.491242,7,0.12
"1700",62,0.509647,7,0.12
"1701",63,0.476725,7,0.12
"1702",64,0.511028,7,0.12
"1703",65,0.504889,7,0.12
"1704",66,0.474716,7,0.12
"1705",67,0.499913,7,0.12
"1706",68,0.508364,7,0.12
"1707",69,0.510928,7,0.12
"1708",70,0.483021,7,0.12
"1709",71,0.486431,7,0.12
"1710",72,0.497883,7,0.12
"1711",73,0.507636,7,0.12
"1712",74,0.511805,7,0.12
"1713",75,0.502805,7,0.12
"1714",76,0.517305,7,0.12
"1715",77,0.484658,7,0.12
"1716",78,0.492656,7,0.12
"1717",79,0.518329,7,0.12
"1718",80,0.499649,7,0.12
"1719",81,0.496465,7,0.12
"1720",82,0.47439,7,0.12
"1721",83,0.484846,7,0.12
"1722",84,0.49159,7,0.12
"1723",85,0.511115,7,0.12
"1724",86,0.494152,7,0.12
"1725",87,0.513322,7,0.12
"1726",88,0.524708,7,0.12
"1727",89,0.515513,7,0.12
"1728",90,0.491896,7,0.12
"1729",91,0.501485,7,0.12
"1730",92,0.487315,7,0.12
"1731",93,0.498761,7,0.12
"1732",94,0.495291,7,0.12
"1733",95,0.492772,7,0.12
"1734",96,0.485828,7,0.12
"1735",97,0.503413,7,0.12
"1736",98,0.53078,7,0.12
"1737",99,0.526128,7,0.12
"1738",100,0.532899,7,0.12
"1739",101,0.497179,7,0.12
"1740",102,0.506452,7,0.12
"1741",103,0.472217,7,0.12
"1742",104,0.496631,7,0.12
"1743",105,0.509908,7,0.12
"1744",106,0.525105,7,0.12
"1745",107,0.51082,7,0.12
"1746",108,0.502062,7,0.12
"1747",109,0.478043,7,0.12
"1748",110,0.490613,7,0.12
"1749",111,0.499149,7,0.12
"1750",112,0.497973,7,0.12
"1751",113,0.488976,7,0.12
"1752",114,0.516588,7,0.12
"1753",115,0.501544,7,0.12
"1754",116,0.522323,7,0.12
"1755",117,0.516603,7,0.12
"1756",118,0.505533,7,0.12
"1757",119,0.509581,7,0.12
"1758",120,0.492484,7,0.12
"1759",121,0.508282,7,0.12
"1760",122,0.523656,7,0.12
"1761",123,0.512512,7,0.12
"1762",124,0.537165,7,0.12
"1763",125,0.523229,7,0.12
"1764",126,0.515877,7,0.12
"1765",1,0.794811,11,0.0025
"1766",2,0.798405,11,0.0025
"1767",3,0.810664,11,0.0025
"1768",4,0.795293,11,0.0025
"1769",5,0.803267,11,0.0025
"1770",6,0.818063,11,0.0025
"1771",7,0.801743,11,0.0025
"1772",8,0.813644,11,0.0025
"1773",9,0.80854,11,0.0025
"1774",10,0.885285,11,0.0025
"1775",11,0.80843,11,0.0025
"1776",12,0.84377,11,0.0025
"1777",13,0.846717,11,0.0025
"1778",14,0.857211,11,0.0025
"1779",15,0.839095,11,0.0025
"1780",16,0.857182,11,0.0025
"1781",17,0.860243,11,0.0025
"1782",18,0.897891,11,0.0025
"1783",19,0.839364,11,0.0025
"1784",20,0.8664,11,0.0025
"1785",21,0.893098,11,0.0025
"1786",22,0.857402,11,0.0025
"1787",23,0.907106,11,0.0025
"1788",24,0.885791,11,0.0025
"1789",25,0.863722,11,0.0025
"1790",26,0.862445,11,0.0025
"1791",27,0.862426,11,0.0025
"1792",28,0.850428,11,0.0025
"1793",29,0.86243,11,0.0025
"1794",30,0.911557,11,0.0025
"1795",31,0.894816,11,0.0025
"1796",32,0.81427,11,0.0025
"1797",33,0.900306,11,0.0025
"1798",34,0.861972,11,0.0025
"1799",35,0.871522,11,0.0025
"1800",36,0.858854,11,0.0025
"1801",37,0.890356,11,0.0025
"1802",38,0.860741,11,0.0025
"1803",39,0.844302,11,0.0025
"1804",40,0.944245,11,0.0025
"1805",41,0.926722,11,0.0025
